StartDate,FacilityLongName,numvisits
2011-12-19,Vancouver General Hospital,223
2011-12-20,Vancouver General Hospital,259
2011-12-21,Vancouver General Hospital,205
2011-12-22,Vancouver General Hospital,244
2011-12-23,Vancouver General Hospital,230
2011-12-24,Vancouver General Hospital,219
2011-12-25,Vancouver General Hospital,224
2011-12-26,Vancouver General Hospital,236
2011-12-27,Vancouver General Hospital,253
2011-12-28,Vancouver General Hospital,252
2011-12-29,Vancouver General Hospital,270
2011-12-30,Vancouver General Hospital,236
2011-12-31,Vancouver General Hospital,216
2012-01-01,Vancouver General Hospital,282
2012-01-02,Vancouver General Hospital,233
2012-01-03,Vancouver General Hospital,261
2012-01-04,Vancouver General Hospital,232
2012-01-05,Vancouver General Hospital,243
2012-01-06,Vancouver General Hospital,244
2012-01-07,Vancouver General Hospital,190
2012-01-08,Vancouver General Hospital,229
2012-01-09,Vancouver General Hospital,252
2012-01-10,Vancouver General Hospital,208
2012-01-11,Vancouver General Hospital,218
2012-01-12,Vancouver General Hospital,222
2012-01-13,Vancouver General Hospital,200
2012-01-14,Vancouver General Hospital,197
2012-01-15,Vancouver General Hospital,219
2012-01-16,Vancouver General Hospital,229
2012-01-17,Vancouver General Hospital,190
2012-01-18,Vancouver General Hospital,201
2012-01-19,Vancouver General Hospital,202
2012-01-20,Vancouver General Hospital,203
2012-01-21,Vancouver General Hospital,214
2012-01-22,Vancouver General Hospital,218
2012-01-23,Vancouver General Hospital,226
2012-01-24,Vancouver General Hospital,206
2012-01-25,Vancouver General Hospital,216
2012-01-26,Vancouver General Hospital,218
2012-01-27,Vancouver General Hospital,219
2012-01-28,Vancouver General Hospital,211
2012-01-29,Vancouver General Hospital,201
2012-01-30,Vancouver General Hospital,242
2012-01-31,Vancouver General Hospital,203
2012-02-01,Vancouver General Hospital,227
2012-02-02,Vancouver General Hospital,212
2012-02-03,Vancouver General Hospital,228
2012-02-04,Vancouver General Hospital,202
2012-02-05,Vancouver General Hospital,222
2012-02-06,Vancouver General Hospital,244
2012-02-07,Vancouver General Hospital,200
2012-02-08,Vancouver General Hospital,237
2012-02-09,Vancouver General Hospital,220
2012-02-10,Vancouver General Hospital,228
2012-02-11,Vancouver General Hospital,212
2012-02-12,Vancouver General Hospital,221
2012-02-13,Vancouver General Hospital,219
2012-02-14,Vancouver General Hospital,222
2012-02-15,Vancouver General Hospital,207
2012-02-16,Vancouver General Hospital,214
2012-02-17,Vancouver General Hospital,225
2012-02-18,Vancouver General Hospital,230
2012-02-19,Vancouver General Hospital,215
2012-02-20,Vancouver General Hospital,240
2012-02-21,Vancouver General Hospital,230
2012-02-22,Vancouver General Hospital,233
2012-02-23,Vancouver General Hospital,235
2012-02-24,Vancouver General Hospital,235
2012-02-25,Vancouver General Hospital,206
2012-02-26,Vancouver General Hospital,232
2012-02-27,Vancouver General Hospital,238
2012-02-28,Vancouver General Hospital,221
2012-02-29,Vancouver General Hospital,230
2012-03-01,Vancouver General Hospital,220
2012-03-02,Vancouver General Hospital,238
2012-03-03,Vancouver General Hospital,248
2012-03-04,Vancouver General Hospital,225
2012-03-05,Vancouver General Hospital,236
2012-03-06,Vancouver General Hospital,210
2012-03-07,Vancouver General Hospital,199
2012-03-08,Vancouver General Hospital,210
2012-03-09,Vancouver General Hospital,235
2012-03-10,Vancouver General Hospital,205
2012-03-11,Vancouver General Hospital,227
2012-03-12,Vancouver General Hospital,221
2012-03-13,Vancouver General Hospital,219
2012-03-14,Vancouver General Hospital,231
2012-03-15,Vancouver General Hospital,258
2012-03-16,Vancouver General Hospital,239
2012-03-17,Vancouver General Hospital,208
2012-03-18,Vancouver General Hospital,221
2012-03-19,Vancouver General Hospital,248
2012-03-20,Vancouver General Hospital,251
2012-03-21,Vancouver General Hospital,199
2012-03-22,Vancouver General Hospital,237
2012-03-23,Vancouver General Hospital,200
2012-03-24,Vancouver General Hospital,210
2012-03-25,Vancouver General Hospital,217
2012-03-26,Vancouver General Hospital,258
2012-03-27,Vancouver General Hospital,206
2012-03-28,Vancouver General Hospital,220
2012-03-29,Vancouver General Hospital,233
2012-03-30,Vancouver General Hospital,228
2012-03-31,Vancouver General Hospital,217
2012-04-01,Vancouver General Hospital,235
2012-04-02,Vancouver General Hospital,226
2012-04-03,Vancouver General Hospital,234
2012-04-04,Vancouver General Hospital,225
2012-04-05,Vancouver General Hospital,270
2012-04-06,Vancouver General Hospital,193
2012-04-07,Vancouver General Hospital,215
2012-04-08,Vancouver General Hospital,238
2012-04-09,Vancouver General Hospital,253
2012-04-10,Vancouver General Hospital,251
2012-04-11,Vancouver General Hospital,196
2012-04-12,Vancouver General Hospital,227
2012-04-13,Vancouver General Hospital,216
2012-04-14,Vancouver General Hospital,246
2012-04-15,Vancouver General Hospital,242
2012-04-16,Vancouver General Hospital,251
2012-04-17,Vancouver General Hospital,233
2012-04-18,Vancouver General Hospital,218
2012-04-19,Vancouver General Hospital,224
2012-04-20,Vancouver General Hospital,221
2012-04-21,Vancouver General Hospital,213
2012-04-22,Vancouver General Hospital,238
2012-04-23,Vancouver General Hospital,248
2012-04-24,Vancouver General Hospital,215
2012-04-25,Vancouver General Hospital,209
2012-04-26,Vancouver General Hospital,230
2012-04-27,Vancouver General Hospital,222
2012-04-28,Vancouver General Hospital,206
2012-04-29,Vancouver General Hospital,225
2012-04-30,Vancouver General Hospital,255
2012-05-01,Vancouver General Hospital,222
2012-05-02,Vancouver General Hospital,208
2012-05-03,Vancouver General Hospital,209
2012-05-04,Vancouver General Hospital,219
2012-05-05,Vancouver General Hospital,206
2012-05-06,Vancouver General Hospital,240
2012-05-07,Vancouver General Hospital,246
2012-05-08,Vancouver General Hospital,239
2012-05-09,Vancouver General Hospital,253
2012-05-10,Vancouver General Hospital,249
2012-05-11,Vancouver General Hospital,218
2012-05-12,Vancouver General Hospital,249
2012-05-13,Vancouver General Hospital,232
2012-05-14,Vancouver General Hospital,245
2012-05-15,Vancouver General Hospital,229
2012-05-16,Vancouver General Hospital,231
2012-05-17,Vancouver General Hospital,242
2012-05-18,Vancouver General Hospital,240
2012-05-19,Vancouver General Hospital,223
2012-05-20,Vancouver General Hospital,225
2012-05-21,Vancouver General Hospital,220
2012-05-22,Vancouver General Hospital,260
2012-05-23,Vancouver General Hospital,224
2012-05-24,Vancouver General Hospital,249
2012-05-25,Vancouver General Hospital,231
2012-05-26,Vancouver General Hospital,227
2012-05-27,Vancouver General Hospital,248
2012-05-28,Vancouver General Hospital,253
2012-05-29,Vancouver General Hospital,229
2012-05-30,Vancouver General Hospital,237
2012-05-31,Vancouver General Hospital,225
2012-06-01,Vancouver General Hospital,226
2012-06-02,Vancouver General Hospital,216
2012-06-03,Vancouver General Hospital,213
2012-06-04,Vancouver General Hospital,211
2012-06-05,Vancouver General Hospital,232
2012-06-06,Vancouver General Hospital,219
2012-06-07,Vancouver General Hospital,217
2012-06-08,Vancouver General Hospital,232
2012-06-09,Vancouver General Hospital,210
2012-06-10,Vancouver General Hospital,253
2012-06-11,Vancouver General Hospital,266
2012-06-12,Vancouver General Hospital,224
2012-06-13,Vancouver General Hospital,223
2012-06-14,Vancouver General Hospital,202
2012-06-15,Vancouver General Hospital,236
2012-06-16,Vancouver General Hospital,232
2012-06-17,Vancouver General Hospital,217
2012-06-18,Vancouver General Hospital,240
2012-06-19,Vancouver General Hospital,224
2012-06-20,Vancouver General Hospital,246
2012-06-21,Vancouver General Hospital,247
2012-06-22,Vancouver General Hospital,227
2012-06-23,Vancouver General Hospital,208
2012-06-24,Vancouver General Hospital,222
2012-06-25,Vancouver General Hospital,230
2012-06-26,Vancouver General Hospital,238
2012-06-27,Vancouver General Hospital,220
2012-06-28,Vancouver General Hospital,215
2012-06-29,Vancouver General Hospital,232
2012-06-30,Vancouver General Hospital,204
2012-07-01,Vancouver General Hospital,232
2012-07-02,Vancouver General Hospital,236
2012-07-03,Vancouver General Hospital,244
2012-07-04,Vancouver General Hospital,234
2012-07-05,Vancouver General Hospital,230
2012-07-06,Vancouver General Hospital,249
2012-07-07,Vancouver General Hospital,217
2012-07-08,Vancouver General Hospital,264
2012-07-09,Vancouver General Hospital,249
2012-07-10,Vancouver General Hospital,245
2012-07-11,Vancouver General Hospital,228
2012-07-12,Vancouver General Hospital,251
2012-07-13,Vancouver General Hospital,226
2012-07-14,Vancouver General Hospital,251
2012-07-15,Vancouver General Hospital,238
2012-07-16,Vancouver General Hospital,258
2012-07-17,Vancouver General Hospital,239
2012-07-18,Vancouver General Hospital,207
2012-07-19,Vancouver General Hospital,254
2012-07-20,Vancouver General Hospital,233
2012-07-21,Vancouver General Hospital,216
2012-07-22,Vancouver General Hospital,248
2012-07-23,Vancouver General Hospital,250
2012-07-24,Vancouver General Hospital,244
2012-07-25,Vancouver General Hospital,245
2012-07-26,Vancouver General Hospital,236
2012-07-27,Vancouver General Hospital,228
2012-07-28,Vancouver General Hospital,225
2012-07-29,Vancouver General Hospital,241
2012-07-30,Vancouver General Hospital,240
2012-07-31,Vancouver General Hospital,241
2012-08-01,Vancouver General Hospital,228
2012-08-02,Vancouver General Hospital,222
2012-08-03,Vancouver General Hospital,253
2012-08-04,Vancouver General Hospital,211
2012-08-05,Vancouver General Hospital,232
2012-08-06,Vancouver General Hospital,215
2012-08-07,Vancouver General Hospital,272
2012-08-08,Vancouver General Hospital,241
2012-08-09,Vancouver General Hospital,244
2012-08-10,Vancouver General Hospital,225
2012-08-11,Vancouver General Hospital,223
2012-08-12,Vancouver General Hospital,219
2012-08-13,Vancouver General Hospital,252
2012-08-14,Vancouver General Hospital,235
2012-08-15,Vancouver General Hospital,239
2012-08-16,Vancouver General Hospital,243
2012-08-17,Vancouver General Hospital,232
2012-08-18,Vancouver General Hospital,247
2012-08-19,Vancouver General Hospital,233
2012-08-20,Vancouver General Hospital,259
2012-08-21,Vancouver General Hospital,256
2012-08-22,Vancouver General Hospital,232
2012-08-23,Vancouver General Hospital,238
2012-08-24,Vancouver General Hospital,219
2012-08-25,Vancouver General Hospital,247
2012-08-26,Vancouver General Hospital,237
2012-08-27,Vancouver General Hospital,232
2012-08-28,Vancouver General Hospital,238
2012-08-29,Vancouver General Hospital,212
2012-08-30,Vancouver General Hospital,253
2012-08-31,Vancouver General Hospital,230
2012-09-01,Vancouver General Hospital,237
2012-09-02,Vancouver General Hospital,242
2012-09-03,Vancouver General Hospital,235
2012-09-04,Vancouver General Hospital,232
2012-09-05,Vancouver General Hospital,254
2012-09-06,Vancouver General Hospital,247
2012-09-07,Vancouver General Hospital,249
2012-09-08,Vancouver General Hospital,251
2012-09-09,Vancouver General Hospital,234
2012-09-10,Vancouver General Hospital,265
2012-09-11,Vancouver General Hospital,244
2012-09-12,Vancouver General Hospital,219
2012-09-13,Vancouver General Hospital,213
2012-09-14,Vancouver General Hospital,239
2012-09-15,Vancouver General Hospital,241
2012-09-16,Vancouver General Hospital,216
2012-09-17,Vancouver General Hospital,242
2012-09-18,Vancouver General Hospital,243
2012-09-19,Vancouver General Hospital,210
2012-09-20,Vancouver General Hospital,252
2012-09-21,Vancouver General Hospital,216
2012-09-22,Vancouver General Hospital,256
2012-09-23,Vancouver General Hospital,232
2012-09-24,Vancouver General Hospital,235
2012-09-25,Vancouver General Hospital,218
2012-09-26,Vancouver General Hospital,223
2012-09-27,Vancouver General Hospital,264
2012-09-28,Vancouver General Hospital,216
2012-09-29,Vancouver General Hospital,224
2012-09-30,Vancouver General Hospital,244
2012-10-01,Vancouver General Hospital,245
2012-10-02,Vancouver General Hospital,221
2012-10-03,Vancouver General Hospital,206
2012-10-04,Vancouver General Hospital,204
2012-10-05,Vancouver General Hospital,220
2012-10-06,Vancouver General Hospital,216
2012-10-07,Vancouver General Hospital,204
2012-10-08,Vancouver General Hospital,217
2012-10-09,Vancouver General Hospital,250
2012-10-10,Vancouver General Hospital,223
2012-10-11,Vancouver General Hospital,237
2012-10-12,Vancouver General Hospital,244
2012-10-13,Vancouver General Hospital,235
2012-10-14,Vancouver General Hospital,238
2012-10-15,Vancouver General Hospital,252
2012-10-16,Vancouver General Hospital,210
2012-10-17,Vancouver General Hospital,218
2012-10-18,Vancouver General Hospital,226
2012-10-19,Vancouver General Hospital,248
2012-10-20,Vancouver General Hospital,250
2012-10-21,Vancouver General Hospital,212
2012-10-22,Vancouver General Hospital,251
2012-10-23,Vancouver General Hospital,218
2012-10-24,Vancouver General Hospital,220
2012-10-25,Vancouver General Hospital,246
2012-10-26,Vancouver General Hospital,216
2012-10-27,Vancouver General Hospital,216
2012-10-28,Vancouver General Hospital,232
2012-10-29,Vancouver General Hospital,225
2012-10-30,Vancouver General Hospital,226
2012-10-31,Vancouver General Hospital,212
2012-11-01,Vancouver General Hospital,230
2012-11-02,Vancouver General Hospital,248
2012-11-03,Vancouver General Hospital,235
2012-11-04,Vancouver General Hospital,249
2012-11-05,Vancouver General Hospital,241
2012-11-06,Vancouver General Hospital,219
2012-11-07,Vancouver General Hospital,215
2012-11-08,Vancouver General Hospital,225
2012-11-09,Vancouver General Hospital,225
2012-11-10,Vancouver General Hospital,227
2012-11-11,Vancouver General Hospital,207
2012-11-12,Vancouver General Hospital,221
2012-11-13,Vancouver General Hospital,217
2012-11-14,Vancouver General Hospital,224
2012-11-15,Vancouver General Hospital,219
2012-11-16,Vancouver General Hospital,212
2012-11-17,Vancouver General Hospital,215
2012-11-18,Vancouver General Hospital,212
2012-11-19,Vancouver General Hospital,248
2012-11-20,Vancouver General Hospital,225
2012-11-21,Vancouver General Hospital,206
2012-11-22,Vancouver General Hospital,215
2012-11-23,Vancouver General Hospital,213
2012-11-24,Vancouver General Hospital,230
2012-11-25,Vancouver General Hospital,222
2012-11-26,Vancouver General Hospital,233
2012-11-27,Vancouver General Hospital,223
2012-11-28,Vancouver General Hospital,233
2012-11-29,Vancouver General Hospital,270
2012-11-30,Vancouver General Hospital,205
2012-12-01,Vancouver General Hospital,222
2012-12-02,Vancouver General Hospital,220
2012-12-03,Vancouver General Hospital,266
2012-12-04,Vancouver General Hospital,233
2012-12-05,Vancouver General Hospital,224
2012-12-06,Vancouver General Hospital,244
2012-12-07,Vancouver General Hospital,236
2012-12-08,Vancouver General Hospital,210
2012-12-09,Vancouver General Hospital,231
2012-12-10,Vancouver General Hospital,238
2012-12-11,Vancouver General Hospital,230
2012-12-12,Vancouver General Hospital,220
2012-12-13,Vancouver General Hospital,229
2012-12-14,Vancouver General Hospital,231
2012-12-15,Vancouver General Hospital,201
2012-12-16,Vancouver General Hospital,253
2012-12-17,Vancouver General Hospital,229
2012-12-18,Vancouver General Hospital,217
2012-12-19,Vancouver General Hospital,159
2012-12-20,Vancouver General Hospital,243
2012-12-21,Vancouver General Hospital,228
2012-12-22,Vancouver General Hospital,212
2012-12-23,Vancouver General Hospital,209
2012-12-24,Vancouver General Hospital,243
2012-12-25,Vancouver General Hospital,215
2012-12-26,Vancouver General Hospital,254
2012-12-27,Vancouver General Hospital,278
2012-12-28,Vancouver General Hospital,257
2012-12-29,Vancouver General Hospital,237
2012-12-30,Vancouver General Hospital,224
2012-12-31,Vancouver General Hospital,216
2013-01-01,Vancouver General Hospital,259
2013-01-02,Vancouver General Hospital,283
2013-01-03,Vancouver General Hospital,239
2013-01-04,Vancouver General Hospital,248
2013-01-05,Vancouver General Hospital,234
2013-01-06,Vancouver General Hospital,225
2013-01-07,Vancouver General Hospital,235
2013-01-08,Vancouver General Hospital,221
2013-01-09,Vancouver General Hospital,216
2013-01-10,Vancouver General Hospital,226
2013-01-11,Vancouver General Hospital,220
2013-01-12,Vancouver General Hospital,204
2013-01-13,Vancouver General Hospital,217
2013-01-14,Vancouver General Hospital,223
2013-01-15,Vancouver General Hospital,201
2013-01-16,Vancouver General Hospital,210
2013-01-17,Vancouver General Hospital,205
2013-01-18,Vancouver General Hospital,216
2013-01-19,Vancouver General Hospital,208
2013-01-20,Vancouver General Hospital,207
2013-01-21,Vancouver General Hospital,231
2013-01-22,Vancouver General Hospital,239
2013-01-23,Vancouver General Hospital,218
2013-01-24,Vancouver General Hospital,215
2013-01-25,Vancouver General Hospital,219
2013-01-26,Vancouver General Hospital,229
2013-01-27,Vancouver General Hospital,236
2013-01-28,Vancouver General Hospital,239
2013-01-29,Vancouver General Hospital,206
2013-01-30,Vancouver General Hospital,257
2013-01-31,Vancouver General Hospital,218
2013-02-01,Vancouver General Hospital,231
2013-02-02,Vancouver General Hospital,229
2013-02-03,Vancouver General Hospital,228
2013-02-04,Vancouver General Hospital,234
2013-02-05,Vancouver General Hospital,237
2013-02-06,Vancouver General Hospital,217
2013-02-07,Vancouver General Hospital,247
2013-02-08,Vancouver General Hospital,221
2013-02-09,Vancouver General Hospital,247
2013-02-10,Vancouver General Hospital,239
2013-02-11,Vancouver General Hospital,231
2013-02-12,Vancouver General Hospital,237
2013-02-13,Vancouver General Hospital,225
2013-02-14,Vancouver General Hospital,221
2013-02-15,Vancouver General Hospital,227
2013-02-16,Vancouver General Hospital,219
2013-02-17,Vancouver General Hospital,213
2013-02-18,Vancouver General Hospital,242
2013-02-19,Vancouver General Hospital,235
2013-02-20,Vancouver General Hospital,214
2013-02-21,Vancouver General Hospital,231
2013-02-22,Vancouver General Hospital,215
2013-02-23,Vancouver General Hospital,223
2013-02-24,Vancouver General Hospital,213
2013-02-25,Vancouver General Hospital,223
2013-02-26,Vancouver General Hospital,225
2013-02-27,Vancouver General Hospital,218
2013-02-28,Vancouver General Hospital,235
2013-03-01,Vancouver General Hospital,224
2013-03-02,Vancouver General Hospital,220
2013-03-03,Vancouver General Hospital,208
2013-03-04,Vancouver General Hospital,231
2013-03-05,Vancouver General Hospital,229
2013-03-06,Vancouver General Hospital,236
2013-03-07,Vancouver General Hospital,229
2013-03-08,Vancouver General Hospital,232
2013-03-09,Vancouver General Hospital,233
2013-03-10,Vancouver General Hospital,237
2013-03-11,Vancouver General Hospital,252
2013-03-12,Vancouver General Hospital,221
2013-03-13,Vancouver General Hospital,240
2013-03-14,Vancouver General Hospital,230
2013-03-15,Vancouver General Hospital,241
2013-03-16,Vancouver General Hospital,256
2013-03-17,Vancouver General Hospital,242
2013-03-18,Vancouver General Hospital,264
2013-03-19,Vancouver General Hospital,232
2013-03-20,Vancouver General Hospital,220
2013-03-21,Vancouver General Hospital,217
2013-03-22,Vancouver General Hospital,219
2013-03-23,Vancouver General Hospital,229
2013-03-24,Vancouver General Hospital,237
2013-03-25,Vancouver General Hospital,240
2013-03-26,Vancouver General Hospital,238
2013-03-27,Vancouver General Hospital,248
2013-03-28,Vancouver General Hospital,266
2013-03-29,Vancouver General Hospital,245
2013-03-30,Vancouver General Hospital,265
2013-03-31,Vancouver General Hospital,245
2013-04-01,Vancouver General Hospital,276
2013-04-02,Vancouver General Hospital,246
2013-04-03,Vancouver General Hospital,222
2013-04-04,Vancouver General Hospital,224
2013-04-05,Vancouver General Hospital,277
2013-04-06,Vancouver General Hospital,231
2013-04-07,Vancouver General Hospital,246
2013-04-08,Vancouver General Hospital,272
2013-04-09,Vancouver General Hospital,193
2013-04-10,Vancouver General Hospital,241
2013-04-11,Vancouver General Hospital,231
2013-04-12,Vancouver General Hospital,239
2013-04-13,Vancouver General Hospital,211
2013-04-14,Vancouver General Hospital,209
2013-04-15,Vancouver General Hospital,264
2013-04-16,Vancouver General Hospital,219
2013-04-17,Vancouver General Hospital,217
2013-04-18,Vancouver General Hospital,224
2013-04-19,Vancouver General Hospital,250
2013-04-20,Vancouver General Hospital,222
2013-04-21,Vancouver General Hospital,248
2013-04-22,Vancouver General Hospital,222
2013-04-23,Vancouver General Hospital,235
2013-04-24,Vancouver General Hospital,215
2013-04-25,Vancouver General Hospital,239
2013-04-26,Vancouver General Hospital,249
2013-04-27,Vancouver General Hospital,213
2013-04-28,Vancouver General Hospital,231
2013-04-29,Vancouver General Hospital,240
2013-04-30,Vancouver General Hospital,225
2013-05-01,Vancouver General Hospital,215
2013-05-02,Vancouver General Hospital,235
2013-05-03,Vancouver General Hospital,251
2013-05-04,Vancouver General Hospital,212
2013-05-05,Vancouver General Hospital,225
2013-05-06,Vancouver General Hospital,264
2013-05-07,Vancouver General Hospital,246
2013-05-08,Vancouver General Hospital,242
2013-05-09,Vancouver General Hospital,255
2013-05-10,Vancouver General Hospital,248
2013-05-11,Vancouver General Hospital,219
2013-05-12,Vancouver General Hospital,230
2013-05-13,Vancouver General Hospital,255
2013-05-14,Vancouver General Hospital,229
2013-05-15,Vancouver General Hospital,219
2013-05-16,Vancouver General Hospital,263
2013-05-17,Vancouver General Hospital,228
2013-05-18,Vancouver General Hospital,221
2013-05-19,Vancouver General Hospital,221
2013-05-20,Vancouver General Hospital,218
2013-05-21,Vancouver General Hospital,265
2013-05-22,Vancouver General Hospital,230
2013-05-23,Vancouver General Hospital,223
2013-05-24,Vancouver General Hospital,237
2013-05-25,Vancouver General Hospital,213
2013-05-26,Vancouver General Hospital,247
2013-05-27,Vancouver General Hospital,259
2013-05-28,Vancouver General Hospital,248
2013-05-29,Vancouver General Hospital,232
2013-05-30,Vancouver General Hospital,230
2013-05-31,Vancouver General Hospital,223
2013-06-01,Vancouver General Hospital,251
2013-06-02,Vancouver General Hospital,245
2013-06-03,Vancouver General Hospital,263
2013-06-04,Vancouver General Hospital,254
2013-06-05,Vancouver General Hospital,229
2013-06-06,Vancouver General Hospital,257
2013-06-07,Vancouver General Hospital,257
2013-06-08,Vancouver General Hospital,233
2013-06-09,Vancouver General Hospital,259
2013-06-10,Vancouver General Hospital,243
2013-06-11,Vancouver General Hospital,212
2013-06-12,Vancouver General Hospital,199
2013-06-13,Vancouver General Hospital,248
2013-06-14,Vancouver General Hospital,228
2013-06-15,Vancouver General Hospital,235
2013-06-16,Vancouver General Hospital,245
2013-06-17,Vancouver General Hospital,272
2013-06-18,Vancouver General Hospital,252
2013-06-19,Vancouver General Hospital,233
2013-06-20,Vancouver General Hospital,228
2013-06-21,Vancouver General Hospital,255
2013-06-22,Vancouver General Hospital,252
2013-06-23,Vancouver General Hospital,241
2013-06-24,Vancouver General Hospital,263
2013-06-25,Vancouver General Hospital,229
2013-06-26,Vancouver General Hospital,272
2013-06-27,Vancouver General Hospital,246
2013-06-28,Vancouver General Hospital,250
2013-06-29,Vancouver General Hospital,243
2013-06-30,Vancouver General Hospital,254
2013-07-01,Vancouver General Hospital,252
2013-07-02,Vancouver General Hospital,306
2013-07-03,Vancouver General Hospital,263
2013-07-04,Vancouver General Hospital,251
2013-07-05,Vancouver General Hospital,257
2013-07-06,Vancouver General Hospital,260
2013-07-07,Vancouver General Hospital,241
2013-07-08,Vancouver General Hospital,287
2013-07-09,Vancouver General Hospital,229
2013-07-10,Vancouver General Hospital,242
2013-07-11,Vancouver General Hospital,254
2013-07-12,Vancouver General Hospital,246
2013-07-13,Vancouver General Hospital,225
2013-07-14,Vancouver General Hospital,236
2013-07-15,Vancouver General Hospital,265
2013-07-16,Vancouver General Hospital,260
2013-07-17,Vancouver General Hospital,240
2013-07-18,Vancouver General Hospital,250
2013-07-19,Vancouver General Hospital,249
2013-07-20,Vancouver General Hospital,231
2013-07-21,Vancouver General Hospital,265
2013-07-22,Vancouver General Hospital,239
2013-07-23,Vancouver General Hospital,279
2013-07-24,Vancouver General Hospital,242
2013-07-25,Vancouver General Hospital,242
2013-07-26,Vancouver General Hospital,242
2013-07-27,Vancouver General Hospital,261
2013-07-28,Vancouver General Hospital,242
2013-07-29,Vancouver General Hospital,230
2013-07-30,Vancouver General Hospital,242
2013-07-31,Vancouver General Hospital,241
2013-08-01,Vancouver General Hospital,268
2013-08-02,Vancouver General Hospital,254
2013-08-03,Vancouver General Hospital,244
2013-08-04,Vancouver General Hospital,237
2013-08-05,Vancouver General Hospital,246
2013-08-06,Vancouver General Hospital,257
2013-08-07,Vancouver General Hospital,241
2013-08-08,Vancouver General Hospital,270
2013-08-09,Vancouver General Hospital,243
2013-08-10,Vancouver General Hospital,255
2013-08-11,Vancouver General Hospital,246
2013-08-12,Vancouver General Hospital,246
2013-08-13,Vancouver General Hospital,252
2013-08-14,Vancouver General Hospital,252
2013-08-15,Vancouver General Hospital,237
2013-08-16,Vancouver General Hospital,248
2013-08-17,Vancouver General Hospital,236
2013-08-18,Vancouver General Hospital,251
2013-08-19,Vancouver General Hospital,256
2013-08-20,Vancouver General Hospital,259
2013-08-21,Vancouver General Hospital,248
2013-08-22,Vancouver General Hospital,230
2013-08-23,Vancouver General Hospital,221
2013-08-24,Vancouver General Hospital,226
2013-08-25,Vancouver General Hospital,251
2013-08-26,Vancouver General Hospital,272
2013-08-27,Vancouver General Hospital,242
2013-08-28,Vancouver General Hospital,255
2013-08-29,Vancouver General Hospital,217
2013-08-30,Vancouver General Hospital,217
2013-08-31,Vancouver General Hospital,227
2013-09-01,Vancouver General Hospital,254
2013-09-02,Vancouver General Hospital,261
2013-09-03,Vancouver General Hospital,245
2013-09-04,Vancouver General Hospital,239
2013-09-05,Vancouver General Hospital,256
2013-09-06,Vancouver General Hospital,245
2013-09-07,Vancouver General Hospital,223
2013-09-08,Vancouver General Hospital,214
2013-09-09,Vancouver General Hospital,283
2013-09-10,Vancouver General Hospital,245
2013-09-11,Vancouver General Hospital,220
2013-09-12,Vancouver General Hospital,242
2013-09-13,Vancouver General Hospital,257
2013-09-14,Vancouver General Hospital,253
2013-09-15,Vancouver General Hospital,253
2013-09-16,Vancouver General Hospital,242
2013-09-17,Vancouver General Hospital,232
2013-09-18,Vancouver General Hospital,237
2013-09-19,Vancouver General Hospital,230
2013-09-20,Vancouver General Hospital,255
2013-09-21,Vancouver General Hospital,243
2013-09-22,Vancouver General Hospital,210
2013-09-23,Vancouver General Hospital,254
2013-09-24,Vancouver General Hospital,238
2013-09-25,Vancouver General Hospital,228
2013-09-26,Vancouver General Hospital,230
2013-09-27,Vancouver General Hospital,229
2013-09-28,Vancouver General Hospital,240
2013-09-29,Vancouver General Hospital,234
2013-09-30,Vancouver General Hospital,233
2013-10-01,Vancouver General Hospital,235
2013-10-02,Vancouver General Hospital,247
2013-10-03,Vancouver General Hospital,243
2013-10-04,Vancouver General Hospital,257
2013-10-05,Vancouver General Hospital,248
2013-10-06,Vancouver General Hospital,236
2013-10-07,Vancouver General Hospital,251
2013-10-08,Vancouver General Hospital,220
2013-10-09,Vancouver General Hospital,240
2013-10-10,Vancouver General Hospital,217
2013-10-11,Vancouver General Hospital,218
2013-10-12,Vancouver General Hospital,211
2013-10-13,Vancouver General Hospital,227
2013-10-14,Vancouver General Hospital,212
2013-10-15,Vancouver General Hospital,268
2013-10-16,Vancouver General Hospital,252
2013-10-17,Vancouver General Hospital,239
2013-10-18,Vancouver General Hospital,236
2013-10-19,Vancouver General Hospital,187
2013-10-20,Vancouver General Hospital,235
2013-10-21,Vancouver General Hospital,256
2013-10-22,Vancouver General Hospital,225
2013-10-23,Vancouver General Hospital,221
2013-10-24,Vancouver General Hospital,223
2013-10-25,Vancouver General Hospital,223
2013-10-26,Vancouver General Hospital,235
2013-10-27,Vancouver General Hospital,250
2013-10-28,Vancouver General Hospital,219
2013-10-29,Vancouver General Hospital,219
2013-10-30,Vancouver General Hospital,224
2013-10-31,Vancouver General Hospital,221
2013-11-01,Vancouver General Hospital,242
2013-11-02,Vancouver General Hospital,206
2013-11-03,Vancouver General Hospital,222
2013-11-04,Vancouver General Hospital,239
2013-11-05,Vancouver General Hospital,202
2013-11-06,Vancouver General Hospital,217
2013-11-07,Vancouver General Hospital,225
2013-11-08,Vancouver General Hospital,252
2013-11-09,Vancouver General Hospital,232
2013-11-10,Vancouver General Hospital,251
2013-11-11,Vancouver General Hospital,227
2013-11-12,Vancouver General Hospital,243
2013-11-13,Vancouver General Hospital,221
2013-11-14,Vancouver General Hospital,219
2013-11-15,Vancouver General Hospital,205
2013-11-16,Vancouver General Hospital,219
